priority,complexity,task_type,assignee_load,project_velocity,team_size,days_in_backlog,inventory_blocked,inventory_delay_days,num_dependencies,dependency_delay,day_of_week,sprint_day,team_type,actual_days_to_complete
1,1.0,0,6.0,21.75,7,13,0,0.0,3,8.04,1,7,structured,14.0
2,5.0,2,2.0,20.66,15,10,0,0.0,0,0.0,0,6,structured,4.4
1,3.0,0,0.0,14.24,9,7,0,0.0,0,0.0,0,6,chaotic,2.1
1,2.0,3,11.0,1.9,7,17,0,0.0,5,16.18,3,7,structured,66.5
1,3.0,1,2.0,14.86,3,2,0,0.0,2,4.85,2,6,chaotic,9.8
2,5.0,0,11.0,21.37,12,6,1,26.0,5,9.66,4,9,chaotic,55.4
1,2.0,1,1.0,19.43,9,2,0,0.0,1,1.22,0,2,structured,4.3
2,5.0,0,14.0,16.87,15,3,0,0.0,3,5.62,4,5,chaotic,12.8
3,3.0,2,8.0,3.17,15,16,0,0.0,0,0.0,3,7,structured,3.1
0,8.0,0,5.0,18.67,9,5,0,0.0,4,9.63,0,1,structured,21.3
2,3.0,2,7.0,18.42,5,19,0,0.0,5,10.43,3,4,structured,51.0
1,1.0,0,9.0,1.21,6,21,0,0.0,3,6.68,0,4,structured,8.3
1,1.0,0,9.0,21.01,2,11,0,0.0,4,10.02,4,3,structured,18.2
2,1.0,0,8.0,23.78,4,21,0,0.0,3,4.24,4,5,structured,28.2
3,3.0,1,8.0,22.3,7,2,0,0.0,3,6.42,1,7,structured,11.7
1,3.0,1,14.0,19.58,4,1,0,0.0,5,10.64,1,9,structured,21.9
2,1.0,3,7.0,15.75,13,24,0,0.0,4,11.73,0,4,structured,25.9
1,2.0,1,8.0,18.64,13,8,0,0.0,5,10.64,1,0,chaotic,17.7
2,2.0,0,2.0,17.34,4,6,0,0.0,1,1.67,2,9,chaotic,5.1
2,5.0,2,11.0,18.62,5,30,0,0.0,1,0.67,4,3,structured,5.3
2,1.0,1,8.0,22.68,13,3,0,0.0,0,0.0,0,3,chaotic,2.9
2,5.0,2,4.0,10.0,5,2,0,0.0,4,4.05,1,7,chaotic,8.9
1,3.0,1,4.0,8.81,5,0,0,0.0,2,3.71,1,3,structured,10.0
2,8.0,2,1.0,22.0,12,4,0,0.0,0,0.0,2,7,chaotic,7.0
2,3.0,0,12.0,19.99,7,2,0,0.0,5,11.77,0,0,structured,44.2
2,8.0,3,1.0,3.97,13,1,0,0.0,0,0.0,4,8,structured,12.4
0,3.0,0,9.0,3.93,9,1,0,0.0,5,14.01,0,5,structured,16.4
1,1.0,2,13.0,13.84,4,13,0,0.0,1,0.68,3,9,structured,3.8
1,2.0,0,8.0,7.0,4,5,1,11.0,3,3.61,2,6,structured,15.4
0,5.0,2,2.0,15.08,11,7,0,0.0,2,2.8,2,5,structured,14.4
1,2.0,2,12.0,15.55,8,10,0,0.0,2,2.52,1,4,structured,7.5
1,2.0,2,13.0,7.22,8,10,0,0.0,1,0.64,2,8,chaotic,4.4
2,3.0,1,1.0,28.76,11,20,0,0.0,2,2.82,2,1,structured,32.2
1,1.0,1,4.0,25.51,5,6,1,26.0,5,11.03,1,9,structured,44.0
2,13.0,2,9.0,6.39,15,32,0,0.0,1,1.6,2,3,chaotic,12.8
2,3.0,1,8.0,17.83,9,18,0,0.0,3,3.33,4,1,structured,11.2
2,1.0,1,8.0,27.13,14,1,0,0.0,5,7.5,2,1,chaotic,11.2
1,1.0,0,4.0,26.12,12,9,0,0.0,2,2.89,2,5,chaotic,5.0
1,2.0,1,8.0,5.78,10,6,0,0.0,5,14.25,2,9,structured,21.1
2,3.0,1,8.0,19.24,3,4,0,0.0,4,6.45,4,4,chaotic,16.7
3,8.0,1,13.0,2.76,12,23,0,0.0,3,6.63,2,1,structured,12.8
1,8.0,0,8.0,16.65,2,3,0,0.0,4,11.07,4,7,structured,22.4
2,5.0,1,5.0,17.17,12,44,0,0.0,4,4.71,1,2,structured,15.1
2,5.0,2,8.0,17.57,14,17,0,0.0,4,8.88,2,1,structured,10.4
2,5.0,1,5.0,19.05,9,29,0,0.0,1,0.76,4,6,chaotic,75.5
0,1.0,2,6.0,3.34,15,1,0,0.0,1,1.7,0,8,structured,3.4
2,13.0,0,3.0,5.21,10,30,0,0.0,5,8.44,4,9,structured,122.95302919551126
1,2.0,1,9.0,13.97,9,16,1,12.0,1,1.43,4,4,chaotic,36.5
3,5.0,1,2.0,22.83,9,11,0,0.0,4,11.46,2,9,chaotic,12.8
1,3.0,1,5.0,12.62,4,11,0,0.0,1,0.87,1,3,structured,5.8
1,5.0,1,13.0,3.52,2,3,0,0.0,2,3.58,4,4,chaotic,22.1
3,3.0,0,9.0,23.22,3,9,0,0.0,4,7.98,1,7,chaotic,28.138942888088856
1,3.0,1,14.0,3.51,14,0,0,0.0,3,6.22,3,9,structured,8.2
1,3.0,0,10.0,1.0,4,3,0,0.0,2,1.61,1,3,structured,5.8
1,5.0,1,12.0,19.42,10,5,0,0.0,3,2.73,0,2,structured,10.2
0,3.0,2,1.0,26.26,5,9,1,0.0,0,0.0,4,8,structured,26.7
0,1.0,0,8.0,15.04,7,2,0,0.0,1,0.93,1,1,structured,4.3
1,3.0,1,5.0,20.83,11,23,0,0.0,3,6.34,3,8,chaotic,10.9
2,8.0,1,0.0,22.83,14,54,0,0.0,5,12.48,2,4,structured,15.5
2,13.0,2,1.0,3.91,3,4,0,0.0,1,0.78,3,0,structured,13.6
0,3.0,0,3.0,5.51,9,51,0,0.0,2,2.72,0,7,chaotic,6.7
2,3.0,1,0.0,28.37,3,0,0,0.0,3,2.81,0,1,chaotic,7.1
1,1.0,2,8.0,23.47,4,6,0,0.0,1,0.66,4,4,structured,3.0
3,5.0,1,0.0,23.48,11,8,0,0.0,3,7.63,1,7,structured,9.2
1,3.0,2,8.0,9.36,2,11,0,0.0,4,8.94,1,4,structured,18.6
2,5.0,1,9.0,11.4,5,0,0,0.0,1,0.99,1,5,chaotic,15.2
1,3.0,3,15.0,17.58,9,19,0,0.0,1,1.34,3,2,structured,9.7
2,5.0,0,1.0,2.37,5,5,0,0.0,5,11.58,0,0,structured,17.7
1,2.0,0,1.0,3.36,7,6,0,0.0,4,3.2,3,2,structured,7.0
2,1.0,1,13.0,4.15,10,6,0,0.0,2,2.5,3,4,chaotic,7.5
1,2.0,1,6.0,9.78,14,3,0,0.0,1,1.36,3,2,structured,21.7
3,8.0,1,12.0,6.53,3,4,0,0.0,3,4.29,0,0,structured,12.8
2,5.0,0,3.0,3.29,9,9,0,0.0,5,7.61,0,4,structured,14.6
2,3.0,0,0.0,27.53,10,3,0,0.0,4,7.28,4,2,chaotic,37.0
2,2.0,2,7.0,6.03,8,3,0,0.0,3,6.67,4,8,structured,15.4
3,3.0,0,9.0,9.92,2,10,0,0.0,3,6.71,3,1,structured,6.4
1,3.0,2,1.0,20.28,12,31,0,0.0,0,0.0,0,5,structured,4.2
1,3.0,1,0.0,19.91,5,23,1,10.0,0,0.0,2,8,structured,13.0
1,3.0,0,3.0,17.13,3,17,0,0.0,4,4.33,2,4,structured,12.4
1,3.0,2,1.0,1.89,8,2,0,0.0,2,1.82,2,8,chaotic,7.3
2,3.0,2,15.0,7.89,4,11,0,0.0,5,13.3,3,7,structured,26.3
3,3.0,2,15.0,23.07,10,2,0,0.0,5,7.37,2,8,structured,84.9
3,3.0,0,0.0,19.62,9,4,0,0.0,5,6.48,3,3,structured,17.530586728570814
2,13.0,1,7.0,24.35,4,1,0,0.0,5,5.45,1,0,chaotic,28.5
2,2.0,3,6.0,16.35,14,16,1,5.0,3,4.83,3,7,structured,135.5342543753607
3,5.0,1,0.0,12.68,14,24,0,0.0,0,0.0,3,7,structured,4.2
3,1.0,0,10.0,21.83,6,8,1,7.0,3,3.86,3,9,structured,16.5
1,5.0,0,13.0,6.95,14,6,0,0.0,1,1.04,3,6,structured,7.5
2,3.0,1,9.0,21.98,6,9,0,0.0,5,15.8,4,5,structured,19.2
2,13.0,2,14.0,14.92,8,2,0,0.0,1,0.89,1,6,chaotic,12.6
1,1.0,3,10.0,20.4,9,2,1,29.0,5,9.05,0,7,chaotic,51.1
1,5.0,3,8.0,10.03,5,0,0,0.0,5,8.5,4,0,chaotic,28.7
3,3.0,1,15.0,15.6,10,24,0,0.0,2,3.33,4,6,chaotic,13.9
3,3.0,1,11.0,3.37,3,1,0,0.0,5,14.08,1,2,chaotic,67.04800692611076
3,3.0,0,12.0,20.48,10,21,0,0.0,2,4.6,3,5,chaotic,6.7
2,5.0,0,12.0,15.58,15,2,0,0.0,2,2.73,3,2,structured,8.1
1,5.0,0,0.0,11.14,6,3,1,25.0,5,9.13,1,4,chaotic,42.4
1,5.0,3,11.0,15.16,3,17,0,0.0,4,8.25,2,1,structured,20.0
2,3.0,0,11.0,20.99,10,2,0,0.0,1,1.83,0,8,structured,4.0
2,5.0,1,7.0,4.95,6,1,1,7.0,1,0.62,0,5,chaotic,19.7
2,3.0,1,9.0,14.27,12,3,0,0.0,3,8.17,4,0,chaotic,20.3
2,2.0,1,13.0,5.32,6,25,0,0.0,3,6.89,4,3,chaotic,12.3
1,3.0,1,8.0,5.42,2,6,0,0.0,3,4.95,1,0,chaotic,11.5
2,3.0,0,8.0,6.27,5,1,0,0.0,0,0.0,3,4,structured,3.0
1,2.0,1,12.0,3.24,13,6,1,12.0,0,0.0,2,2,structured,17.3
1,5.0,1,4.0,19.19,2,20,0,0.0,0,0.0,0,7,structured,12.2
1,3.0,2,4.0,3.74,14,23,0,0.0,4,11.6,1,9,structured,69.57728288146225
1,5.0,2,0.0,7.82,4,16,0,0.0,2,1.92,2,5,structured,4.9
3,1.0,2,4.0,11.55,5,11,0,0.0,2,4.79,4,0,chaotic,8.5
1,3.0,1,5.0,22.0,12,13,0,0.0,5,4.23,4,4,structured,17.6
1,3.0,0,15.0,18.93,15,3,0,0.0,5,12.67,2,9,chaotic,22.2
2,5.0,1,8.0,18.4,4,17,0,0.0,0,0.0,3,9,structured,4.2
2,1.0,3,10.0,14.75,14,0,0,0.0,5,9.67,3,5,chaotic,20.0
0,5.0,0,1.0,23.41,12,8,1,16.0,1,0.51,3,6,chaotic,12.6
1,3.0,0,12.0,11.85,2,0,1,15.0,4,3.42,4,3,chaotic,23.1
1,5.0,3,8.0,1.96,7,15,0,0.0,3,7.03,4,6,structured,19.8
2,8.0,3,6.0,16.41,5,13,0,0.0,0,0.0,0,8,structured,22.4
1,5.0,0,15.0,10.37,3,1,0,0.0,1,1.57,1,1,structured,7.5
0,3.0,2,11.0,13.59,14,16,1,29.0,2,4.34,0,9,chaotic,30.1
0,8.0,1,1.0,23.31,13,44,1,11.0,0,0.0,4,6,chaotic,112.8
2,3.0,1,4.0,13.78,14,12,0,0.0,2,3.44,0,0,chaotic,11.5
0,3.0,1,4.0,21.9,10,8,1,20.0,3,5.2,4,5,structured,41.6
2,8.0,3,9.0,6.83,12,3,0,0.0,3,7.45,1,1,structured,24.7
1,3.0,0,13.0,6.25,10,23,0,0.0,0,0.0,0,9,chaotic,5.7
2,3.0,2,10.0,10.91,2,11,1,29.0,4,11.36,1,9,structured,45.8
1,3.0,0,6.0,5.99,4,5,0,0.0,1,1.86,4,7,structured,8.4
1,3.0,1,11.0,7.45,14,16,0,0.0,3,4.23,1,1,chaotic,16.6
0,5.0,1,12.0,6.03,10,8,0,0.0,5,13.12,4,8,chaotic,42.1
2,3.0,2,1.0,7.57,6,3,0,0.0,2,4.5,4,9,structured,8.1
3,8.0,3,8.0,22.35,13,1,1,16.0,3,4.37,1,6,chaotic,137.13350925603496
0,1.0,2,11.0,6.7,9,4,0,0.0,5,13.47,1,5,chaotic,26.5
1,3.0,2,9.0,14.96,15,26,0,0.0,4,3.04,4,3,structured,13.6
3,8.0,0,3.0,7.95,8,6,0,0.0,2,2.81,2,5,structured,268.5552923817644
2,3.0,3,2.0,6.6,11,5,1,21.0,0,0.0,0,6,chaotic,22.1
1,2.0,1,8.0,21.12,15,9,0,0.0,2,2.58,3,2,chaotic,8.1
1,2.0,1,5.0,19.75,8,4,0,0.0,4,11.07,3,9,chaotic,15.0
2,5.0,1,8.0,17.89,14,3,0,0.0,2,3.64,1,5,structured,11.6
2,5.0,1,9.0,3.78,13,0,0,0.0,1,1.3,2,3,chaotic,13.0
2,2.0,1,13.0,18.0,2,8,0,0.0,0,0.0,1,0,chaotic,5.2
3,8.0,1,0.0,11.33,2,2,0,0.0,5,13.17,2,1,structured,17.2
1,2.0,0,12.0,7.51,3,0,0,0.0,1,0.87,3,7,chaotic,4.4
1,3.0,3,3.0,21.01,7,5,0,0.0,4,10.32,4,3,structured,17.1
1,3.0,3,9.0,11.13,13,3,0,0.0,5,10.29,4,1,chaotic,8.8
1,1.0,1,6.0,16.1,12,3,1,17.0,4,4.9,3,7,structured,25.2
1,1.0,3,13.0,17.43,12,2,0,0.0,0,0.0,1,7,chaotic,4.1
0,13.0,1,10.0,12.83,7,4,0,0.0,1,1.1,4,0,chaotic,35.4
1,3.0,1,7.0,5.21,2,1,0,0.0,0,0.0,2,3,structured,6.0
2,1.0,3,8.0,12.13,2,6,0,0.0,2,4.63,0,9,structured,9.5
0,5.0,1,11.0,8.95,3,8,0,0.0,5,5.6,1,1,chaotic,24.9
1,3.0,2,11.0,21.06,3,5,1,17.0,0,0.0,3,7,chaotic,29.8
2,2.0,1,8.0,19.99,15,18,0,0.0,2,3.14,2,3,structured,9.6
2,8.0,1,11.0,2.88,4,2,1,27.0,2,4.04,1,6,structured,38.1
2,5.0,0,12.0,11.16,6,2,0,0.0,3,2.58,2,6,structured,10.3
2,3.0,3,0.0,23.83,13,1,0,0.0,0,0.0,0,1,structured,5.3
2,8.0,0,8.0,3.2,4,15,0,0.0,3,6.47,4,6,structured,47.4
1,2.0,1,14.0,14.89,12,7,0,0.0,0,0.0,4,5,chaotic,8.6
1,3.0,0,5.0,23.94,8,0,1,5.0,2,4.16,4,3,structured,50.3
2,3.0,1,13.0,18.69,12,8,0,0.0,1,0.77,2,0,chaotic,8.1
1,5.0,1,8.0,19.59,6,23,1,22.0,2,4.8,1,9,structured,37.6
0,3.0,2,8.0,2.16,14,15,0,0.0,4,11.52,0,5,chaotic,15.0
1,8.0,1,5.0,7.8,12,10,0,0.0,5,12.08,2,3,structured,47.7
1,2.0,0,7.0,4.76,6,7,0,0.0,1,1.01,2,2,structured,6.5
1,5.0,0,1.0,28.42,11,9,0,0.0,2,2.79,2,3,structured,6.3
1,3.0,0,4.0,2.96,12,12,0,0.0,5,13.32,3,5,structured,84.28214662737447
2,3.0,2,10.0,18.33,15,0,1,15.0,5,6.58,1,9,chaotic,25.4
3,1.0,2,14.0,20.3,7,1,1,0.0,3,4.04,4,3,structured,23.8
1,5.0,1,15.0,17.9,15,18,0,0.0,3,4.85,4,8,chaotic,19.1
3,3.0,1,6.0,4.13,12,11,0,0.0,2,4.12,0,4,structured,23.2
0,3.0,0,12.0,5.09,8,2,0,0.0,5,5.81,0,5,structured,18.8
3,5.0,2,6.0,20.4,11,6,0,0.0,2,1.66,0,5,structured,5.0
3,1.0,3,8.0,12.8,9,17,0,0.0,2,4.57,1,8,chaotic,10.0
0,13.0,2,14.0,5.47,15,22,0,0.0,2,4.8,3,9,structured,82.9
2,8.0,0,8.0,6.29,2,0,0,0.0,5,10.56,1,5,structured,12.2
3,5.0,1,9.0,8.68,12,17,1,21.0,1,1.57,2,9,structured,23.1
3,8.0,3,13.0,11.51,13,6,0,0.0,0,0.0,2,4,structured,10.5
3,3.0,0,2.0,22.27,2,8,0,0.0,2,4.43,3,6,structured,17.52623056270467
2,3.0,1,3.0,16.64,9,10,0,0.0,2,4.43,2,8,structured,10.4
0,1.0,3,10.0,21.49,11,5,0,0.0,0,0.0,0,1,structured,16.1
2,5.0,2,2.0,2.14,13,17,0,0.0,3,6.72,4,7,chaotic,12.1
2,3.0,1,12.0,19.3,3,6,0,0.0,2,2.0,3,0,structured,5.3
2,5.0,1,8.0,5.61,5,13,1,10.0,3,4.9,3,0,structured,24.5
1,2.0,3,5.0,7.32,9,7,0,0.0,2,2.45,1,9,structured,6.9
2,2.0,1,8.0,2.7,10,4,0,0.0,0,0.0,4,0,chaotic,7.4
1,3.0,3,8.0,3.25,4,0,0,0.0,0,0.0,2,6,chaotic,20.5
2,1.0,1,12.0,16.27,13,0,1,7.0,3,7.23,2,6,structured,8.5
0,1.0,2,10.0,21.66,8,2,0,0.0,3,5.89,4,5,structured,7.3
2,5.0,3,8.0,17.38,7,4,1,24.0,1,1.23,3,0,structured,36.7
2,5.0,1,8.0,14.49,13,5,0,0.0,4,9.14,1,0,structured,15.6
1,1.0,1,12.0,5.62,9,13,0,0.0,2,1.24,3,0,structured,6.9
2,5.0,0,15.0,27.46,6,35,1,28.0,1,1.31,1,9,structured,31.2
1,3.0,2,0.0,19.31,8,4,0,0.0,2,1.93,1,7,structured,3.4
3,2.0,1,8.0,14.58,4,5,0,0.0,2,4.13,3,1,chaotic,7.1
2,13.0,0,12.0,2.89,13,14,0,0.0,0,0.0,3,4,structured,13.3
1,2.0,2,10.0,19.4,6,12,0,0.0,5,13.14,1,5,chaotic,27.2
1,3.0,3,7.0,5.48,6,14,1,7.0,2,4.7,0,3,chaotic,16.1
1,3.0,2,12.0,2.37,4,1,0,0.0,5,5.8,2,3,structured,12.3
1,3.0,1,7.0,4.4,7,6,0,0.0,1,0.83,0,1,structured,6.7
3,8.0,3,2.0,24.37,4,0,0,0.0,1,1.57,2,3,structured,8.0
2,2.0,2,4.0,4.84,2,7,1,21.0,1,0.71,2,0,structured,18.6
1,3.0,0,0.0,1.08,11,0,1,11.0,1,1.27,4,3,structured,13.4
3,3.0,3,11.0,20.22,7,7,0,0.0,4,9.25,4,7,structured,36.865419322598264
1,1.0,1,15.0,3.59,11,6,0,0.0,1,0.81,0,2,structured,4.1
3,13.0,3,6.0,6.12,5,2,0,0.0,0,0.0,4,9,chaotic,126.3
1,3.0,2,11.0,16.73,9,0,1,7.0,3,7.16,4,2,structured,20.9
2,5.0,1,15.0,18.67,4,25,0,0.0,4,6.33,3,8,structured,201.50194391449045
3,13.0,1,6.0,2.6,5,4,0,0.0,5,12.45,3,0,structured,27.1
1,5.0,0,14.0,4.68,15,11,0,0.0,3,8.05,0,5,chaotic,13.0
2,3.0,0,0.0,18.4,9,8,0,0.0,1,1.65,4,0,structured,8.8
3,3.0,1,10.0,16.43,2,3,0,0.0,5,13.71,0,4,structured,19.4
1,3.0,2,2.0,17.09,15,12,0,0.0,3,4.05,2,4,structured,5.7
0,2.0,0,12.0,7.78,13,7,0,0.0,5,6.09,4,0,chaotic,31.8
2,3.0,0,0.0,9.09,7,0,1,28.0,4,9.78,0,0,structured,34.1
1,2.0,1,8.0,23.12,5,4,0,0.0,2,2.88,2,7,structured,8.1
0,1.0,0,6.0,19.74,7,3,0,0.0,0,0.0,4,3,chaotic,4.6
1,2.0,0,3.0,14.94,12,2,0,0.0,3,4.0,4,2,chaotic,9.3
2,5.0,0,8.0,20.96,8,32,0,0.0,0,0.0,2,2,structured,5.4
1,2.0,1,15.0,15.46,4,1,0,0.0,4,7.6,0,4,chaotic,30.0
1,1.0,1,2.0,15.46,4,1,0,0.0,0,0.0,2,4,structured,3.3
2,5.0,2,4.0,19.87,15,13,0,0.0,1,1.35,3,7,chaotic,4.2
2,3.0,1,10.0,6.35,5,28,1,8.0,2,2.13,1,6,structured,17.1
2,8.0,0,1.0,1.0,10,0,0,0.0,5,5.87,3,6,chaotic,16.7
1,3.0,2,15.0,14.12,11,0,0,0.0,1,1.22,0,3,structured,5.9
3,3.0,3,8.0,16.24,4,14,0,0.0,2,3.41,0,9,chaotic,6.0
2,1.0,1,8.0,6.98,4,18,0,0.0,2,4.16,1,4,structured,7.8
1,2.0,2,6.0,5.15,6,3,0,0.0,0,0.0,1,8,chaotic,4.3
3,3.0,2,13.0,22.8,10,3,0,0.0,5,11.04,4,9,structured,47.61465689934823
1,2.0,3,5.0,5.05,13,4,0,0.0,2,3.38,3,7,structured,9.3
1,13.0,1,7.0,21.85,7,9,0,0.0,1,0.75,2,4,structured,18.2
1,1.0,0,5.0,28.06,5,12,0,0.0,4,3.21,4,9,structured,25.2
2,3.0,0,8.0,11.24,6,3,0,0.0,1,1.41,2,4,structured,5.1
0,3.0,2,8.0,30.04,12,0,0,0.0,5,10.59,2,0,chaotic,72.1
1,3.0,2,8.0,22.68,9,16,0,0.0,4,11.64,0,5,structured,18.3
1,1.0,1,13.0,31.12,10,10,0,0.0,0,0.0,3,5,chaotic,4.1
1,1.0,0,8.0,3.07,5,13,0,0.0,5,6.48,4,0,structured,11.9
1,8.0,0,12.0,19.91,10,7,0,0.0,1,1.62,3,8,structured,8.1
2,2.0,1,8.0,18.8,6,7,0,0.0,3,2.22,4,4,chaotic,11.7
1,3.0,3,0.0,4.38,14,4,0,0.0,0,0.0,3,8,chaotic,6.6
0,5.0,1,10.0,6.05,9,6,0,0.0,4,10.42,0,0,chaotic,20.4
2,3.0,1,7.0,19.79,4,17,0,0.0,5,6.12,0,2,structured,13.0
1,3.0,1,10.0,21.89,11,6,0,0.0,1,0.91,3,2,structured,8.3
2,3.0,2,4.0,17.47,2,0,0,0.0,1,0.64,3,8,chaotic,3.7
1,2.0,2,3.0,6.87,13,1,1,20.0,1,0.8,4,7,structured,17.5
0,3.0,0,4.0,4.26,7,4,0,0.0,0,0.0,1,0,structured,10.5
1,13.0,1,2.0,15.41,13,9,0,0.0,5,7.45,4,2,structured,30.1
1,2.0,2,6.0,5.97,15,12,0,0.0,3,4.94,3,1,structured,23.9
1,1.0,3,13.0,10.79,8,2,1,14.0,5,15.54,3,4,chaotic,142.4975159042356
2,13.0,1,12.0,18.28,3,7,0,0.0,0,0.0,3,7,structured,14.2
1,1.0,0,2.0,13.36,3,2,0,0.0,2,2.49,2,6,structured,3.7
2,8.0,1,8.0,2.78,6,5,0,0.0,4,5.02,0,0,structured,16.1
2,8.0,1,1.0,12.57,4,6,0,0.0,4,9.89,0,9,structured,18.1
0,3.0,0,0.0,17.9,11,10,0,0.0,3,7.93,2,9,structured,9.2
2,3.0,3,10.0,22.5,2,14,0,0.0,1,1.15,2,6,chaotic,12.4
1,3.0,0,4.0,15.02,11,0,1,23.0,1,1.85,3,9,structured,107.1
1,1.0,3,11.0,13.33,4,2,0,0.0,0,0.0,4,8,structured,4.7
1,13.0,1,2.0,4.11,3,4,0,0.0,5,8.4,2,8,structured,27.0
2,13.0,0,1.0,22.57,2,7,1,15.0,4,3.96,0,2,structured,27.5
3,8.0,1,11.0,4.17,13,1,0,0.0,3,8.15,3,6,structured,13.0
0,3.0,1,3.0,15.67,12,21,1,3.0,3,7.15,0,0,chaotic,23.3
2,5.0,2,0.0,14.85,14,0,0,0.0,3,6.58,2,0,structured,6.9
2,5.0,1,12.0,16.34,9,4,0,0.0,0,0.0,4,4,structured,9.5
1,1.0,0,11.0,17.7,10,1,0,0.0,1,0.82,4,9,structured,4.9
2,5.0,3,14.0,9.37,2,5,0,0.0,2,2.47,4,5,structured,29.0
2,5.0,1,9.0,2.64,2,10,1,14.0,2,2.93,2,9,chaotic,26.0
3,8.0,0,7.0,7.02,10,4,1,15.0,3,6.02,0,3,chaotic,71.43752080891043
3,3.0,2,10.0,8.67,9,3,0,0.0,2,1.65,4,6,structured,6.7
0,3.0,0,12.0,24.13,13,8,0,0.0,2,3.87,0,7,chaotic,9.3
1,3.0,0,10.0,7.09,9,3,0,0.0,1,1.59,2,0,structured,8.0
2,5.0,1,5.0,16.44,2,3,0,0.0,0,0.0,1,5,structured,7.9
1,8.0,1,14.0,7.53,11,5,0,0.0,4,10.11,3,8,structured,46.0
1,3.0,1,11.0,22.83,3,12,0,0.0,5,16.08,4,5,structured,37.6
3,1.0,3,14.0,21.79,14,10,1,27.0,4,3.61,3,8,structured,458.81421228342725
0,1.0,0,8.0,22.94,8,12,0,0.0,5,15.34,0,8,structured,19.4
1,3.0,3,7.0,17.93,8,13,0,0.0,3,7.08,0,9,chaotic,14.3
2,5.0,0,13.0,18.71,2,5,0,0.0,5,10.94,0,1,structured,21.9
1,5.0,0,9.0,16.72,6,27,0,0.0,2,2.54,1,6,structured,10.3
1,1.0,0,12.0,4.79,2,9,0,0.0,4,4.35,4,3,chaotic,14.4
3,1.0,0,14.0,14.57,3,18,1,15.0,1,0.6,0,1,chaotic,22.9
1,2.0,1,4.0,17.63,10,1,0,0.0,5,8.43,2,7,chaotic,12.6
1,3.0,2,3.0,6.73,8,1,0,0.0,4,6.76,3,9,structured,24.7
0,3.0,2,2.0,6.26,9,21,0,0.0,5,13.26,2,4,chaotic,35.6
3,8.0,2,9.0,21.96,13,0,0,0.0,0,0.0,3,3,structured,8.92817057848563
1,2.0,0,8.0,10.95,13,47,0,0.0,3,3.83,1,8,structured,7.8
2,8.0,2,15.0,19.69,14,0,0,0.0,3,3.24,4,0,structured,11.2
0,3.0,1,0.0,5.67,3,2,0,0.0,3,8.04,3,1,structured,8.5
1,3.0,2,8.0,13.76,3,4,0,0.0,2,1.78,0,6,structured,3.7
3,13.0,2,10.0,4.58,14,9,0,0.0,3,5.37,2,4,structured,14.3
2,5.0,0,4.0,9.59,14,16,0,0.0,1,1.04,2,0,chaotic,6.2
3,13.0,1,7.0,6.71,2,35,0,0.0,1,1.35,0,7,structured,18.5
1,2.0,3,1.0,4.26,2,0,0,0.0,5,4.16,1,8,structured,7.7
2,3.0,0,1.0,18.23,6,1,0,0.0,0,0.0,0,6,structured,1.8
3,5.0,2,8.0,3.92,9,11,0,0.0,5,8.95,4,7,chaotic,20.1
1,8.0,3,11.0,5.28,2,0,0,0.0,5,7.22,0,1,structured,26.5
1,2.0,1,14.0,4.1,8,2,1,7.0,3,4.04,2,1,chaotic,15.9
3,8.0,1,7.0,5.8,5,6,0,0.0,2,4.81,0,6,structured,12.1
1,1.0,1,10.0,11.75,14,4,0,0.0,5,8.53,1,3,structured,12.1
2,8.0,2,13.0,28.25,13,1,0,0.0,0,0.0,0,5,chaotic,7.2
3,5.0,1,6.0,5.09,9,2,1,3.0,4,10.89,4,8,structured,18.9
1,1.0,1,3.0,19.23,3,16,0,0.0,5,16.15,4,9,structured,20.4
1,3.0,0,13.0,13.22,5,22,0,0.0,1,1.96,4,0,structured,8.7
0,3.0,3,0.0,2.22,4,1,0,0.0,4,4.26,1,6,structured,14.5
1,3.0,2,4.0,8.38,14,3,1,23.0,2,3.29,0,8,structured,33.3
1,2.0,1,2.0,3.02,10,0,0,0.0,3,5.83,4,3,structured,12.2
2,2.0,3,10.0,19.99,6,7,0,0.0,5,13.57,1,5,chaotic,20.7
1,8.0,1,8.0,19.12,2,7,0,0.0,5,9.94,4,5,structured,21.6
2,8.0,3,5.0,3.95,13,9,0,0.0,2,2.97,3,7,structured,16.0
1,5.0,0,10.0,4.14,10,4,0,0.0,4,6.3,2,1,chaotic,12.1
1,3.0,0,4.0,4.78,5,15,0,0.0,1,1.6,3,3,structured,6.8
1,5.0,2,5.0,14.81,14,7,0,0.0,0,0.0,0,7,structured,4.8
2,3.0,1,7.0,3.0,12,10,0,0.0,4,11.98,4,4,structured,18.4
1,2.0,1,1.0,27.24,2,6,0,0.0,4,8.37,4,8,structured,17.0
1,3.0,2,14.0,20.08,2,7,0,0.0,2,4.63,1,2,structured,9.2
3,2.0,1,15.0,27.03,2,7,0,0.0,0,0.0,3,5,structured,2.9
2,2.0,1,11.0,2.91,5,3,0,0.0,0,0.0,1,9,structured,5.9
1,3.0,1,1.0,30.05,7,1,1,7.0,4,3.37,1,5,chaotic,9.4
3,8.0,1,7.0,18.4,15,66,1,18.0,0,0.0,2,7,structured,33.536250632577726
1,3.0,0,5.0,23.73,13,1,0,0.0,1,1.4,1,1,chaotic,4.8
